timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764563061826,19,3. Get Cars,200,OK,100 Concurrent Users 1-43,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,18,0,1
1764563061907,9,1. Get Flights,200,OK,100 Concurrent Users 1-44,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,9,0,1
1764563061916,10,2. Get Hotels,200,OK,100 Concurrent Users 1-44,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,9,0,1
1764563061926,21,3. Get Cars,200,OK,100 Concurrent Users 1-44,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,21,0,1
1764563062007,9,1. Get Flights,200,OK,100 Concurrent Users 1-45,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,9,0,1
1764563062017,8,2. Get Hotels,200,OK,100 Concurrent Users 1-45,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,7,0,0
1764563062025,19,3. Get Cars,200,OK,100 Concurrent Users 1-45,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,19,0,1
1764563062108,7,1. Get Flights,200,OK,100 Concurrent Users 1-46,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,7,0,1
1764563062116,10,2. Get Hotels,200,OK,100 Concurrent Users 1-46,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,9,0,1
1764563062126,26,3. Get Cars,200,OK,100 Concurrent Users 1-46,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,26,0,1
1764563062207,14,1. Get Flights,200,OK,100 Concurrent Users 1-47,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,13,0,2
1764563062221,9,2. Get Hotels,200,OK,100 Concurrent Users 1-47,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,9,0,1
1764563062230,26,3. Get Cars,200,OK,100 Concurrent Users 1-47,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,26,0,1
1764563062308,10,1. Get Flights,200,OK,100 Concurrent Users 1-48,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,10,0,1
1764563062319,9,2. Get Hotels,200,OK,100 Concurrent Users 1-48,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,8,0,1
1764563062328,23,3. Get Cars,200,OK,100 Concurrent Users 1-48,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,22,0,1
